種類,臉書貼文,元氣網文章(LINK),元氣網文章(FB LINK),
【#失智100問】#居家環境 #失智友善,https://www.facebook.com/share/p/15K2c3ktzT/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10699%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR31Uh9k-19-vPJPbMxMb44D_lY7nUFDdbDgPfnZGgLReDqie3qb8x1qWYg_aem_owKEZJ_a5XZF_rhjfQAeXw%23category&h=AT3sEZ7uVzpk3uO9Vpj30iVH9FYIR5hMYjTmHbrUzg4FvLUMdEksLj9rGSqrHFZ03E0X4aYtqrQ7zjTG04vzm4Nhp_kJQrd2FUGTkJaAoA0Jx5p9_aI0MINQy801-Q7gscxy&__tn__=-UK-R&c[0]=AT2SDICAS3jMST9NkdXJZST74r5ahlcKXj3cVKc3hYn_bB2Qi7uI1i_piJUIRhP-qR5gvs2htT9sXN6IDlQEsCyOWS52AM4TDT_wPk9k8tKMMmUsbpTGksINvsddreHX-ROuntGGViE8Ss2zDGD7ogvc6VzQZhOD2AVzrc0x6XtQnU7n-d6AYmnuB3Pzvcz2B7ab,
【#失智100問】#法律問題 #財產安全 #詐騙,https://www.facebook.com/share/p/19ezqm75mj/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F3780917%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0snXI8Qd7KuP3EojtbhyOMpsSyJktv-eIV9sNy0os7YesvPkkDEBVU9fo_aem_Ug_0P7Lznn96WuY35BktQw&h=AT0mpXLqBANnbWGF7GDLd0_7TJnzLJlVnKChoZ9ExNSOGHpe33CcpeIqpQmE2WxaHwnk8sGrKlpc1cdiVjYrNMwOv1-mzwNHjJiNTOjMySreOKlA_rBHiCiPRI7djgoY7sJa&__tn__=-UK-R&c[0]=AT0lz8-jTZjPNG0j7p94fAfQcFZazrlHR8EEU_qNnrqzvSVjD43rLhNVfIq4BFLTEJRY00WkJCiKL-Rs146csG6SlmegXahTGap3g_irjhbQfs9QpE4yGJW74vOaLBoRtp6BFrqobLCP8ix8nW7g-0cXcVEw5IczyVJnW71MwNoGuyOdwdW8-MFmIcyPEkB-L6uJ,
【#失智100問】#走失問題 #徘徊現象,https://www.facebook.com/share/p/1XXmp95rzw/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F5194620%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0QSDg549UI_Ti-QMDSRQcFss9gBwD2zPwEPJOt2znjgoDf6j6GpDXrTY0_aem_ZZ0iMMEAYwSfI7qsqE5cCA&h=AT1RpVmyq7134DXX1-Lk6u0ldin1WZXcqaPPvuhzbpRgj1cfRaxZYXIxHcAkF8Z0-2xj7o6tvsElt-eEvaxyMz1rWJfasDTF0HmcdFkvLESsb8qQH2HdPZ0w9ggkMYbyBvYC&__tn__=-UK*F,
【#失智100問】#預防走失 #警察局 #指紋捺印,https://www.facebook.com/share/p/15Kf19j2cK/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.police.ntpc.gov.tw%2Fcp-3115-63458-1.html%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0LOUpUy3bpdS3c1XMxGJlSSMrNkHpRPCo4cu7PMGfTXRjs-om3eB8IwFY_aem_mm9pmJ6YC1smIUKMSeyfbQ&h=AT3_H9KwVxsiFgkzItx7cFPxJ47qILivy7LB0fe-IruTTQvgWiG7Hv8BW9kW8WSVkuUxLcuT9n9n_NbCAXPVgmA-AKtt1CQTQthqukaPrh3-HnvtTJrwzmkaRc7-hIfPlCU0&__tn__=-UK*F,
【#失智二三事】#MMSE #CDR,https://www.facebook.com/share/p/18LBeCvJ73/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981574%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0QsnimgM23d0tTuJYUi5vZXzU2t0ofQ1DDOvLbsQacVnjayqt-xhkaIaQ_aem_lVSpk1VZCQyHj9dX7hBZZA&h=AT1T8_tC7nGynPCtXEBlma_E8h_821htrfQBLB-JdtaEQOSqDtonwrVgHq6jKMFo76xoKPc1R8ArGrJDr5LDY2LFBzU1hOW5jFcrXNws4G5_9UnPHXmEY95C2BDzOq-lV1TT&__tn__=-UK*F,
【#失智二三事】#MMSE #CDR #失智守護天使數位課程,https://www.facebook.com/share/p/1BFwSCihnt/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981574%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1w2N8ID_QFqeNe9OocW-Ix7YJbVW_OUYOR85gCfn1TCxsyyKJZNxFpV2c_aem_dNhFkXez3jlslRp4E3_V4w&h=AT06QfvDhI2JmH4Ud3z4axMypScO93l-9IeUT7aS1IJZ8ZEgO3n081wIWWKqAD63uobWUQUq4BBF6q6Qhe35X4MsduwR8IaAVK8GHtk60nQd0r2vO4cXcYFkWFn9Bpjpo-T1&__tn__=-UK*F,
【#失智二三事】#中西醫治療 #延緩失能 #林舜穀醫師,https://www.facebook.com/share/p/17yUBxkv6a/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F4147623%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT3LGlD0DLHtAxPYGY9OFhH-JI75D94Baje8nQQdVatO2H5-leeshovzPA7ITK0XSeFPr6HglZvJDgryW2t4ICakp5LfmmZ_y8R4rL22rnBSXfGtmKZbE2tA32PcPdOJDlnk&__tn__=-UK*F,
【#失智二三事】#健口操,https://www.facebook.com/share/p/18SkrxYTRi/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2B44TBV%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0ijW_5mypL5srD_TPa2wzm7ltkj8lUCtFdoUl_E6aQ11DjaW4yF121_-A_aem_U5AdN6YP8EZiIT0Hq4S5tg&h=AT2PuUbhAmtdQbKgOMtHfa3LYkdQXgiIlgQYWTTfPfsrBOaKVWsca8-mx8MY_wpuNUn6Z7pAEr9FiYGeCiomXhVUNQffL33HExr9zsoD7AH9ySy4PDy_KN6PVlC6jN-YtNb7&__tn__=-UK*F,
【#失智二三事】#健口操,https://www.facebook.com/share/p/19dw89GaAt/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2B44TBV%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1w2N8ID_QFqeNe9OocW-Ix7YJbVW_OUYOR85gCfn1TCxsyyKJZNxFpV2c_aem_dNhFkXez3jlslRp4E3_V4w&h=AT1UzUOPphFJp1u2Fx3y54tjtrhDDE2gvA9iYI1gEhrwa-EbLxBAMsmFGFoEU-HbT_BWq2v7EkPrAXe3uniBfZSC1Ziux4zq3rCPWCxlhiexlbCjixjY_5zW0qPUOPaCY_cW&__tn__=-UK*F,
【#失智二三事】#健忘與失智,https://www.facebook.com/share/p/15RV6B6aLc/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2Fgki132%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1w2N8ID_QFqeNe9OocW-Ix7YJbVW_OUYOR85gCfn1TCxsyyKJZNxFpV2c_aem_dNhFkXez3jlslRp4E3_V4w&h=AT0f8gCRVjAYUuF0JegO-oXE7shewWF7EUWjZ2X5HMOfhWVCxLUo4OfIrcj1LSXncig-6Hirc1Lw7xCCBH_JGiQlPkhEjLRVNlZDDtrjb4SBkXPgZVjXeOX8ECS4ipZcs9-G&__tn__=-UK*F,
【#失智二三事】#共享看護,https://www.facebook.com/share/p/1DCeLbySrT/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2FXrCi3u%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2ma3LPPWm5QeoOv-U-_sX-TVZuCgng8QWswvE_5o6_o1CUlwjj5zUTqZc_aem_z_ZVelKUvwXdOAC9OkVncQ&h=AT2hDpbsjEDy4TCAoLbHH_4CbI5F8DjeW87jp7xXp30fypK-Rlg_rj6TCQw54rodku-S50pJn-jMCo8KLX0pmeK2vZIs-dqmHr__lSLcCW4QoT5XPMbBtkHr2ynHaHq5AWq3&__tn__=-UK-R&c[0]=AT0ytdQtJHcLrCA3pYNspNrJdWweVY4UXCNUZZZomkPimB0s6qhJh7NGooEZVlHMSJONw2hbbh4YWWnWCXaPGemiTUAx4TKh--5pxQ64DijaN4-Ksb5qzt-JIvgPTqrppqYO9ZY7nRf3oJX9wtWtO7ZI3Cze0txIQx9O9_uS9rZmZWFqU-m8-4lc3ycf4hXvXKHn,
【#照顧解決方案】#咀嚼 #吞嚥 #進食,https://www.facebook.com/share/p/1Dik8Hvxng/,,,
【#失智二三事】#台籍看護 #外籍看護,https://www.facebook.com/share/p/15L6puesRE/,,https://l.facebook.com/l.php?u=http%3A%2F%2Fse.piee.pw%2FFDP6M%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3z54maKDG8SbQxJjbXnFB_9cRzlOTfbolL8_3BqxPVVRTZw2h42QgABoI_aem_5PVqrREkww3W2sajFd-r8A&h=AT1A6T9fA_O8pykBj7561Pmzfgg3ZWDefcHtWTUERoD9jv5VLF00MztV8XM6vm142ybNYiyjoY3UjwbR8iEcYt6ijdqgb3q2QoOTeyxza652bptfa0z5l6BZctjtkqpmqQ-4&__tn__=-UK-R&c[0]=AT0BTCCBwukz711Rm-mnRzuqKPKQMhUajUVi2MouUTx-17eAdzvGNEKcN2sRVm0ZHyXBAij7QBM86lOMP8DqNsaKHQ6nKXtpixnjDK_N6EjJDtOOvkoOOQ5zA5KpXhp8d65wOmRe5NqW0OxlwH-LF2hbkwn0j8YRe4FCgnvh54_UzGq8H6kOtIGoIADlOJgxwwSP,
【#失智二三事】#吃對油保健康,https://www.facebook.com/share/p/12CmMjiHaAb/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2ugmAsQ%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR07R9cWLFKBonTe8kCvzkmE70-MM9FjMaXhgdXpAyyqr8ZHB5-6zk3w7Zk_aem_nMWF0rwN25H1daIvoLCH_g&h=AT0UhB_Kt9gnPedHq7mW3b7Pp0y8Y0mLahulL7y1BDV90OGM84kBxRNlpToa82WJzrPs8dHimLKB2KoaiLmb4uQ4NVdwvbuP3K4PyxvxrmFUxeGORQbs0bBcLCfrOClDDm4N&__tn__=-UK*F,
【#失智二三事】#吃對油保健康,https://www.facebook.com/share/15LK43sfAn/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2ugmAsQ%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3HfsrHBhEQj7P-49aGELwB9TFU8JWH1xfRSEVkNadaeF--mFVlPC8QOps_aem_6NakPVwi8uQRrfVti9u7ew&h=AT2PrxWjtYfanfU48K4FBsjlM87TlQBZcVSicd_YXwaJMp4xqjQuFQ04WArbsg45sV6lAjLeLN62QacFCWBfmmtHBERzC1wRETqlr62jk9RZjcd_EURVAmOmd0RuLMvEAOmM&__tn__=-UK*F,
【#照顧解決方案】#照顧者 #喘息 #交接,https://www.facebook.com/share/p/1BGamn5XYZ/,,,
【#失智二三事】#吞嚥障礙 #咀嚼能力,https://www.facebook.com/share/p/1DsEx7J2sP/,,https://health.udn.com/health/story/6631/3507873,
【#失智二三事】#吞嚥障礙 #咀嚼能力,https://www.facebook.com/share/p/1B6x4mny2P/,,https://health.udn.com/health/story/6631/3507873,
【#照顧解決方案】#出門 #轉移注意力,https://www.facebook.com/share/p/1DzekXR6yi/,,,
【#失智二三事】#咀嚼功能 #健口操 #吞嚥能力,https://www.facebook.com/share/p/19hBUyd5M9/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10695%2F4953640%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1cd5FLJzCeVtTw_92HMLRs4hIhA1ULVV0ZpTufexsc7DS1clq2A69R6g8_aem_wUFbZRsRYoDElAr3XZ8vBA&h=AT1lw_f-2-W9cTjVJc8O-0N3tQvy8_fcrJITbdOGG9XjmI-FrzH871bnEt1FJR84UWgK7tEK4pn9lJ8YAkegbMb2vtXZcLtMeA1eYdB-r0E3aSnzetm5BszQDdbs5_96Xm6h&__tn__=-UK*F,
【#失智二三事】#咀嚼功能 #健口操 #吞嚥能力,https://www.facebook.com/share/p/17dtLqYUoW/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10695%2F4953640%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1cd5FLJzCeVtTw_92HMLRs4hIhA1ULVV0ZpTufexsc7DS1clq2A69R6g8_aem_wUFbZRsRYoDElAr3XZ8vBA&h=AT0U_8WLsnyHMS04Zytn9JBl8rZ-9Owaph2F1mriEXDI1t-hcmc7W2mK1Fr_8RmQ_0RKOveEcn3fsudFSbpZjjJ_h-swZKSLhB0GQT_4T9q_D0Ocs39FWNczoJ5JwOd2NiEf&__tn__=-UK*F,
【#照顧解決方案】#衣服 #穿脫 #更換衣物,https://www.facebook.com/share/p/184o3FYwL1/,,,
【#失智二三事】#大腦健康 #運動,https://www.facebook.com/share/p/12BLNpzpaoR/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F120705%2F4167865%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3_FYrzpCQmiD4Pnm0uSa__E_jC6jp7QovSBMYYdEYhe9e1DHzFE9B9Lwc_aem_GwheEf-h_EvFpmMK4i-yew&h=AT2VbdV_u36tg6xthsbhKKRkdXH-xhvqDq1VBPDE9Yv5w0gw9skkWPDRgCYZG0NaFrU31mNSfrx_HRM-Hu3GHpsx5X3GMuJM4VjdEQckd4F8cqITfkn0bF7z7MW4S4dTq8eZ&__tn__=-UK*F,
【#失智二三事】#大腦健康 #運動,https://www.facebook.com/share/p/19rrigDyAg/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F120705%2F4167865%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1I2_9u7s4OktX44-ujBpP0bPjMOMteAmmQADULMCk6CQIyO2TsaURCiR0_aem_6Qt-1RKSqapml6B21-wsBg&h=AT2gB1gFKTLMLVBpS086bbNZOT9QkbJyvwLV55omgVX2gctyeN2b8KsvMMV3ZhZ0IQere0DV01Xq90tQ0RtN0E2LdsttJpaCfses42_wYfxf4vyYNBnGkJPmLTedtlA8lPim&__tn__=-UK*F,
【#照顧解決方案】#失禁 #包尿布 #上廁所,https://www.facebook.com/share/p/1Ave5s8USE/,,,
【#失智二三事】#失智 #健忘,https://www.facebook.com/share/p/15m1BEfNqk/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2FG2uThH%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2JkVTvP0ICR4b5SebIigzq0nd3J5YuHfwarxsEgGpLVO76l9yDIUjhTiA_aem_NAgCsLgln2Auqu1QpLhETA&h=AT3I0hwNZiaHzgyLe49Zh-pO2Tf0u9BfZLJpCW61s9_l3hG2xStU-2CRJE4JWjpT3IylEpOQ_IYeCz84oih1V2KuiGLsz7SzONslna_Xml8AH97-OSMSYViqtOd7AJA2gewS&__tn__=-UK*F,
【#失智二三事】#失智QA #你能答對幾題,https://www.facebook.com/share/p/18D5Udus32/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2mzKw9V%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2lqdctgdwyeElQnr8r9PM5FM4vLAMlLOCdoVYq23kW1CQT6l7y9jfGrPc_aem_FuUzdnSm-dCSxE0ZhJYDaQ&h=AT3SfXZ56l48mJ0XlldpHHz68drRgRtP7T6eQEa-ktUIG6noEfh_SiJko9ab7nMIuv7J1Y3EP_NHolb8Orsamp54ahKJNUp663Et8GgP50qvK0Vz8VwJFjmFwmATuO5aKE3s&__tn__=-UK-R&c[0]=AT2ucvBYuiPyQOlrbGTdHbTOZ83_cIalGet2nuF3pZ6HgAx0SxPq2AQ9BRHkErSmu_ZfIOcIObOJqUCkbI7ltYxfzeMOdVmVMZSsN5emqZ5ehURzScw5bnQ3I_4B8kKz5wsKaSecjfHRpGjVMLOT4BHgzVviEBXEHgYWuqQ85BsnnExCUZ9-IGFrZuCt5I1NLPel,
【#失智二三事】#失智懶人包 #預防失智,https://www.facebook.com/share/p/1EJJzNG7rr/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2mFqtlH%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3SxwUQsin-X6O0ZDKxtcrmfTIth2limioPP4q_rq2Q3P8GqpQxlQ-bS9k_aem_SwsekDj3tAB082Jrzdrb0Q&h=AT3afYIrRBQH-45naHBZ_sbCti0lGswsOFoQaqt_HtWtMf4RUjnky_IuZmGUmqTZuB5fOwZLHtYFOhUm50Q019bd7murC2MLycyLJjan4py_VoxOhR0lMIblPus21AcCSevS&__tn__=-UK-R&c[0]=AT2zlTnemN5obTpqpn5lj57-5GHSkrRcUgsAyl_LTjECv2TpNzV4UbSJ0ojUYriGkDROtkT7vHoCCtSS02zYvNq8kvGxdVVyMDH1ZIxnj6CgMwA3iAJKC94h4php_JcQctF4EvenKiaNh1vtGEzvE5SNKg17K4BXaXeq-cZkfLaQaM3gx5DMbVP_gHblGaKbXM8_,
【#失智二三事】#失智症 #老年憂鬱症 #記憶力,https://www.facebook.com/share/p/1BXr7pjgoB/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981569%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2sXLUxx2xoQSWc_lX22rBiKKDY-fJlTvQdAy3KTfkCzSHQd05HYEjQJ08_aem_qdnLtIyxDMClQ3tapNRnyQ&h=AT1cVqOS8nxDReT9kV6nNh95fHExH7IPrOcD1DQ3WCCJ_i1GolzU9R87RL_xCysTz27YrRvLp9vOwoyrNY-zYEKOE0-fquiIVDAm_lIQ3AB3uyTlvkqxplnyAa4RUz80XROD&__tn__=-UK*F,
【#失智二三事】#失智症 #老年憂鬱症 #記憶力,https://www.facebook.com/share/p/1B3QKfEYTp/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981569%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0dhoD8qsvgXvNh9aHsG80QaZwuacEVT_Rr5x_rRPr5Mr9g5Inl_AtEcT0_aem_6cCFvsqOw5KllolgvoahUA&h=AT3WVUOz1mg9fQooXDW9s-L21kIb-eDmUyS8TxqEjGmgltPJPT5oI6wIBZ1XlywERT781P0SM6RuZoLSsm5PLH4m3jMOazGokt36hx011cPapLvTNl9wjGQg70KcqA5Vyz4Z&__tn__=-UK*F,
【#失智二三事】#失智症初期症狀 #延緩失智症,https://www.facebook.com/share/p/18PQuas8mQ/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2VsiYSk%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT2LDiFK9DLpCwrvuakuMb7O7eueeuskDnU0PdPH68GZOmHMJUACNnU1WEmxgoACb-jK4zE1JXxfXmRr23usnKygHEpwNDPDHTWQv9ujIs-PziwLH8lqOdEyvJr1T5-MwaT9&__tn__=-UK*F,
【#失智二三事】#失智症初期症狀 #延緩失智症,https://www.facebook.com/share/p/19roPXPqjH/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2VsiYSk%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT31cGFkhGXq3vNkEAWyQXR_9Iwle9hoi9nGITS7j44yOTj1P79JdbCScADYEqFWQhx8szvCdAjdmHFOOgNog5yhoLnV4Thv8oVBJzIpaKX8kUQnUoP3hJ8JmxB-Zov73X6p&__tn__=-UK*F,
【#失智二三事】#失智症十大警訊 #記憶力 #情緒改變,https://www.facebook.com/share/p/12F9qifPaGE/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F120705%2F4677915%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1hnJ58dSkRd3AhkUSikX158_oxf_UqzXemMAxalsxuvqgsnB7xslcig9E_aem_ytH8T3AYcPAFqNYMo8GiAg&h=AT0XgM4bsXA0hX64uxQH1Ci4eJACZKeF-z_rp-twNnv1MyLZkOFGPN-IkNElOyUNCIlGFlPt76N0Tlt9CcaGUaR2q1-lMs_eQlF_jSwjf2mm2H00CX6KJGrbIPI-qEX1FFNq&__tn__=-UK*F,
【#失智二三事】#失智症狀 #精神藥物 #焦慮失眠,https://www.facebook.com/share/p/19VzmP7ury/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4380614%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0ZBnOkPJyK0tZ-w6qb-AcT2Xbi6nDR59sLn9qrTQlBNPLZnr7ccMQq9jc_aem_SGTNErrXELVf3SRh_uJ1Bw&h=AT1ow8WUGif1iI-gNuWuWiudWzdnswDvoygeT-XU2ogsXdxKo19ga2KiRwFgY5Eq5Fug7ZaV8PttA9HaGeg_Up6H4vwnBGD7Q4KMFQ71AbtwtMWS8wY2exiZkxJUCKXXEsYM&__tn__=-UK*F,
【#失智二三事】#失智症狀 #精神藥物 #焦慮失眠,https://www.facebook.com/share/p/1GnnYyZPbk/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4380614%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT3O191YS-Kt6c8D4TAPGIwMSIa4Wbi-mZiSmCG4LoYI6c4iD1oCU5MZ296O_NlQ9_AsXN2IrB3YRK19b0J0sW0RWZCQ0zxBaDtMmuHSYQdM5oZkeHZz-b2PnvLF5kvoZG8q&__tn__=-UK*F,
【#失智二三事】#失智症篩檢 #失智友善天使,https://www.facebook.com/share/p/15Kt4ScZV4/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F3740814%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1hnJ58dSkRd3AhkUSikX158_oxf_UqzXemMAxalsxuvqgsnB7xslcig9E_aem_ytH8T3AYcPAFqNYMo8GiAg&h=AT3fW7-PT9Qpu7q3hi4nwxikac01jjIYIgpxI4Q3T4D4L4xN30WtAbIXVBD-gRGgOm-lKY3BAkOz8vw85yUzQgRLRVxg8n6NV39jnziwmwDFBmpOo6zQC_yH--pv-8ehkdUk&__tn__=-UK*F,
【#照顧日記】#照顧者分享 #冬季保暖 #照顧經驗,https://www.facebook.com/share/p/19dPH4MAso/,,,
【#失智二三事】#失智症篩檢 #失智友善天使,https://www.facebook.com/share/p/15QzVMd5J3/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F3740814%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2T2K1m7Kiu21ruNtlO1NPh69JIrxEFzTkMup4mcUcFZ8fhkvBqhBUcBNU_aem_3MTFlV9SIGij4lvFqZqjMQ&h=AT25SJQUiGLCVJUl6q9gn0wRk3EeX-_IkytGW128nQq-BE_s6pEHDT8TP6N7aK5oQXGebLQIOv3la7-IIaGbyc7GqBOQQ0GRmMrlet45uGfgedTMPVJzcv0JeSZ-QjLka_fI&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F5768011%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0a6Kg9BwH_6LzrG5Q4MT8v7MdZp6fPo-COzg-JDlvJ_VuXewX8N3Gh1PM_aem_hD9szjnehTW_HF16tK9Y_A&h=AT0CRSx1qadC0zjn1VLthFWMCtlimbqCXdsqUDw2Unl-FmfM78hT0gf-FTL1U67RDAHjR8DNe6jnuKPaB6GtgtriH7mKaZ5NtcCwoY5lhRSANCWhsL_bV_0bo1ODi0xM1Zkn&__tn__=-UK-R&c[0]=AT2j3oHOX0Kpb_N6SAtTXclWrVjX-tu4B0hIboxlKXChfF_yf5ScAWCAAWebE1uz3F_BIdQ_ay0Z1kLxMCKr5leBA1lYXl9eGdGXGl3iYuFOE-jrY_ijpyGHEopbkDu-heLJKG_-QpXwRK55XOlmSAE_zSEEt0L0G1FDjoXMmve7o9PzowRkX0d6IvqAzH8yJkoJ
【#失智二三事】#失智者的社會參與 #便利商店篇,https://www.facebook.com/share/p/18icziaVBY/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6033%2F343617%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2Zq4_GkgSkxIfRdHOu8uYc_qvfoPCWi6B4zP25LLzO-TTVQDufz419qYc_aem_3MzLLwC8tQWg572qbCICSQ&h=AT1vTwM8kfxEVZ0JPuXC4e-zO1pksb6E3VMICtRzqSPlDGoCYfH65wDXhmZ5Ef-leiiVWd6du0b6TnJDEC4ff8_hhf8Gk-DvLginmaVWrHuIVbgJbzGkB240g0HYMQLw4MVo&__tn__=-UK-R&c[0]=AT1-qoF1yk2iaqfbyD-qejT9pVgWe5VTQeTpjw5GED32FQ9c0TXa33mQD0sZQGFNWx0_aeF_ytZuHLHm3rUgW3udaEzzn8uJ3Yn4TfDEYqygTkATDlx_fP7OacvrYqBxBfNcd4ACl8b6ZEHko6YvN82a_apkvO9-Wc5K-8IsxzMoWS5KK7LTPleTiCaM1vQ7-voV,
【#失智二三事】#失智量表 #MMSE #CDR,https://www.facebook.com/share/p/1ETJoD9Fao/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981574%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2sXLUxx2xoQSWc_lX22rBiKKDY-fJlTvQdAy3KTfkCzSHQd05HYEjQJ08_aem_qdnLtIyxDMClQ3tapNRnyQ&h=AT3MGnegUanbMOPVcV7-QDMi08TbhOrZF7AGi1iUVJFrmgCl4TrDutbW6_18PYxuHSGr6OPJTgKc8kLSs83aSxYEOVye2g3ky6JQw1xU2HpqxQ21tJk5ypWPpJ396o8AMkY1&__tn__=-UK*F,
